ubigeo,department,province,district,total_populated_centers,matched_centers,unmatched_centers,coverage_share,mean_distance_km,median_distance_km,p90_distance_km,max_distance_km,share_over_10km,share_over_20km,share_over_30km,coverage_component,distance_component,remote_tail_component,q2_settlement_access_score,q2_access_level,rank_best_to_worst,rank_worst_to_best
040204,AREQUIPA,CAMANA,MARISCAL CACERES,30.0,30.0,0.0,1.0,15.065509494383223,11.828823917270974,29.24105700464373,33.91013768961082,0.5666666666666667,0.3,0.06666666666666667,1.0,0.5798431903919037,0.9333333333333333,0.6858902332743325,Medium availability,884,988
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,74.0,74.0,0.0,1.0,14.47127559989555,14.137877795650967,22.122184416422826,23.591195438913694,0.7432432432432432,0.22972972972972974,0.0,1.0,0.5509940471343546,1.0,0.6856958329940481,Medium availability,885,987
150806,LIMA,HUAURA,HUAURA,54.0,54.0,0.0,1.0,11.809044727456614,13.500662093932755,20.68839300028266,30.67298622374673,0.6111111111111112,0.1111111111111111,0.018518518518518517,1.0,0.5584903465447276,0.9814814814814815,0.6853876870257538,Medium availability,886,986
010306,AMAZONAS,BONGARA,FLORIDA,37.0,37.0,0.0,1.0,14.92592625126165,14.202764929084434,18.767123680132833,20.664605710770523,0.972972972972973,0.02702702702702703,0.0,1.0,0.5502484833462206,1.0,0.6851739383423543,Medium availability,887,985
110206,ICA,CHINCHA,GROCIO PRADO,52.0,52.0,0.0,1.0,14.616375002385523,14.211456140251613,24.722077001302594,27.607447548491503,0.6153846153846154,0.34615384615384615,0.0,1.0,0.5501488616464203,1.0,0.6851042031524941,Medium availability,888,984
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,219.0,219.0,0.0,1.0,15.544742993472898,12.914736690251319,26.267489918630897,32.16133161489988,0.7488584474885844,0.2922374429223744,0.0365296803652968,1.0,0.5656798760080322,0.9634703196347032,0.6850170090960335,Medium availability,889,983
150502,LIMA,CAÃETE,ASIA,67.0,67.0,0.0,1.0,15.216191685510692,14.26801939453559,24.42715916475517,25.93586686072889,0.835820895522388,0.19402985074626866,0.0,1.0,0.5495019012011433,1.0,0.6846513308408002,Medium availability,890,982
150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,41.0,41.0,0.0,1.0,14.078445447497268,14.291022076736615,15.817057570518248,16.369891217193192,0.9512195121951219,0.0,0.0,1.0,0.5492394858932979,1.0,0.6844676401253085,Medium availability,891,981
050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,20.0,20.0,0.0,1.0,13.911984445388953,14.302512208855322,15.937150050034969,18.897427288349334,0.95,0.0,0.0,1.0,0.5491085539168318,1.0,0.6843759877417822,Medium availability,892,980
211306,PUNO,YUNGUYO,TINICACHI,6.0,6.0,0.0,1.0,14.32028475751948,14.304425161472484,14.936758155600618,15.144722844732325,1.0,0.0,0.0,1.0,0.5490867650486835,1.0,0.6843607355340784,Medium availability,893,979
081211,CUSCO,QUISPICANCHI,OROPESA,47.0,47.0,0.0,1.0,14.237420089734801,14.463923096046752,17.726264201891105,19.069856215042865,1.0,0.0,0.0,1.0,0.5472795696867152,1.0,0.6830956987807006,Medium availability,894,978
120414,JUNIN,JAUJA,LLOCLLAPAMPA,20.0,20.0,0.0,1.0,13.43974918097796,14.504771704343554,16.004037228212535,18.627950726544782,0.85,0.0,0.0,1.0,0.5468197315922152,1.0,0.6827738121145506,Medium availability,895,977
210213,PUNO,AZANGARO,SAN JUAN DE SALINAS,75.0,75.0,0.0,1.0,13.918512386623046,14.519112177519718,18.48981958612772,20.13634474247168,0.8,0.013333333333333334,0.0,1.0,0.5466585862791972,1.0,0.682661010395438,Medium availability,896,976
160602,LORETO,UCAYALI,INAHUAYA,8.0,8.0,0.0,1.0,14.711524606506838,14.590658435403592,23.093038029948517,25.46456749534813,0.75,0.25,0.0,1.0,0.5458568321365331,1.0,0.6820997824955732,Medium availability,897,975
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,126.0,126.0,0.0,1.0,14.699020562913288,14.60183440005076,21.900439805094667,28.160922354459366,0.7936507936507936,0.19047619047619047,0.0,1.0,0.5457319255655197,1.0,0.6820123478958637,Medium availability,898,974
030215,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,69.0,69.0,0.0,1.0,15.066184607173579,14.609572157384672,20.381206475666435,22.286028041241778,0.9855072463768116,0.14492753623188406,0.0,1.0,0.5456454980346594,1.0,0.6819518486242615,Medium availability,899,973
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,63.0,63.0,0.0,1.0,14.622057813428084,14.661578692765824,19.297115975880704,23.676603223783278,0.8253968253968254,0.07936507936507936,0.0,1.0,0.5450657159512409,1.0,0.6815460011658685,Medium availability,900,972
040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,39.0,39.0,0.0,1.0,15.330191475453836,14.718316211204266,22.043742902433785,27.461911730043877,0.8205128205128205,0.23076923076923078,0.0,1.0,0.5444353835127057,1.0,0.681104768458894,Medium availability,901,971
160108,LORETO,MAYNAS,PUNCHANA,60.0,60.0,0.0,1.0,13.43661855986353,11.822133758144087,28.067538363999553,36.34424262795257,0.6,0.16666666666666666,0.08333333333333333,1.0,0.5799341153701134,0.9166666666666666,0.6809538807590794,Medium availability,902,970
081302,CUSCO,URUBAMBA,CHINCHERO,43.0,43.0,0.0,1.0,15.243198795373559,14.73967292721362,19.243524204828717,20.645764060485654,1.0,0.046511627906976744,0.0,1.0,0.5441987076801851,1.0,0.6809390953761295,Medium availability,903,969
061112,CAJAMARCA,SAN MIGUEL,TONGOD,25.0,25.0,0.0,1.0,13.937771102923495,14.795160302113418,18.598173393843744,20.763289652492084,0.84,0.04,0.0,1.0,0.5435852926392138,1.0,0.6805097048474497,Medium availability,904,968
030605,APURIMAC,CHINCHEROS,OCOBAMBA,59.0,59.0,0.0,1.0,14.882725414579955,14.812897297040145,17.147499813013305,21.667953176659804,1.0,0.01694915254237288,0.0,1.0,0.543389663920042,1.0,0.6803727647440294,Medium availability,905,967
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,15.0,15.0,0.0,1.0,15.236506803666122,14.816575022337124,18.436759185455838,22.227386402488502,1.0,0.06666666666666667,0.0,1.0,0.5433491282202743,1.0,0.6803443897541919,Medium availability,906,966
010523,AMAZONAS,LUYA,TRITA,5.0,5.0,0.0,1.0,14.910333209070368,14.830647342093293,15.414685481208926,15.803644554995348,1.0,0.0,0.0,1.0,0.5431941108172321,1.0,0.6802358775720625,Medium availability,907,965
081009,CUSCO,PARURO,YAURISQUE,63.0,63.0,0.0,1.0,13.777211891290957,14.833885603835263,17.229081536354894,18.195117867539928,0.8888888888888888,0.0,0.0,1.0,0.5431584583822839,1.0,0.6802109208675987,Medium availability,908,964
060310,CAJAMARCA,CELENDIN,SUCRE,62.0,62.0,0.0,1.0,14.869353876445205,14.84688915416986,20.38629954093813,21.858362306040476,0.8870967741935484,0.12903225806451613,0.0,1.0,0.5430153660027084,1.0,0.6801107562018958,Medium availability,909,963
040115,AREQUIPA,AREQUIPA,QUEQUEÃA,12.0,12.0,0.0,1.0,14.384251140532536,14.850865056485478,15.518718984031322,16.55412162443086,0.9166666666666666,0.0,0.0,1.0,0.5429716382109031,1.0,0.6800801467476321,Medium availability,910,962
030206,APURIMAC,ANDAHUAYLAS,HUAYANA,43.0,43.0,0.0,1.0,15.12367914224829,14.851521705160941,19.174389225291897,24.16469920794376,0.9302325581395349,0.06976744186046512,0.0,1.0,0.5429644173090034,1.0,0.6800750921163023,Medium availability,911,961
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,30.0,30.0,0.0,1.0,16.438744366933555,13.613623534448056,22.31645651422018,34.67367218898642,1.0,0.2,0.03333333333333333,1.0,0.5571377240829064,0.9666666666666667,0.6799964068580344,Medium availability,912,960
131102,LA LIBERTAD,GRAN CHIMU,LUCMA,116.0,116.0,0.0,1.0,14.708517394496566,15.013377358423828,20.4439548647334,21.448491817919237,0.8017241379310345,0.1810344827586207,0.0,1.0,0.5411936177991479,1.0,0.6788355324594035,Medium availability,913,959
021702,ANCASH,RECUAY,CATAC,218.0,218.0,0.0,1.0,15.908035941628677,14.838919308891548,24.638096044075805,30.915712151662824,0.8394495412844036,0.22018348623853212,0.0045871559633027525,1.0,0.5431030530485619,0.9954128440366973,0.6787959903450025,Medium availability,914,958
030217,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,115.0,115.0,0.0,1.0,15.679154548913509,15.037360498091523,23.80987747646214,28.184916934016226,0.8608695652173913,0.16521739130434782,0.0,1.0,0.5409327512352333,1.0,0.6786529258646633,Medium availability,915,957
140120,LAMBAYEQUE,CHICLAYO,TUMAN,35.0,35.0,0.0,1.0,15.002622368456313,15.096918813267775,17.91842533240041,18.57144488875293,0.9428571428571428,0.0,0.0,1.0,0.5402866141489968,1.0,0.6782006299042977,Medium availability,916,956
120707,JUNIN,TARMA,PALCAMAYO,72.0,72.0,0.0,1.0,14.367861966275191,15.126326266454953,18.705613889344406,20.37689431490107,0.8333333333333334,0.013888888888888888,0.0,1.0,0.5399684592663007,1.0,0.6779779214864105,Medium availability,917,955
020513,ANCASH,BOLOGNESI,PACLLON,26.0,26.0,0.0,1.0,17.096905499695684,15.128161075041646,23.989189274589442,25.78333956838409,1.0,0.2692307692307692,0.0,1.0,0.5399486279768655,1.0,0.6779640395838058,Medium availability,918,954
060309,CAJAMARCA,CELENDIN,SOROCHUCO,95.0,95.0,0.0,1.0,15.861571227426841,15.143171060355783,20.54756425593157,22.09657602052647,0.9894736842105263,0.1368421052631579,0.0,1.0,0.5397864791773286,1.0,0.67785053542413,Medium availability,919,953
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,50.0,50.0,0.0,1.0,14.847166287513234,15.158062727465651,20.41282764420129,25.307506443233425,0.78,0.12,0.0,1.0,0.5396257574574042,1.0,0.6777380302201829,Medium availability,920,952
130604,LA LIBERTAD,OTUZCO,CHARAT,70.0,70.0,0.0,1.0,14.95135789138879,15.182424406883493,17.75589558471476,18.328931822281245,1.0,0.0,0.0,1.0,0.5393631475654642,1.0,0.6775542032958249,Medium availability,921,951
040127,AREQUIPA,AREQUIPA,YARABAMBA,20.0,20.0,0.0,1.0,15.179587478980036,15.188220722275135,19.885813823882515,21.180026017212345,0.85,0.1,0.0,1.0,0.5393007236521861,1.0,0.6775105065565302,Medium availability,922,950
100204,HUANUCO,AMBO,CONCHAMARCA,83.0,83.0,0.0,1.0,14.316004061056304,15.22477110117012,17.80197659751154,22.05676202760211,0.891566265060241,0.03614457831325301,0.0,1.0,0.5389076053350574,1.0,0.6772353237345401,Medium availability,923,949
010311,AMAZONAS,BONGARA,VALERA,28.0,28.0,0.0,1.0,14.917819972435009,15.245197293177792,17.406674116524833,17.88936492532446,1.0,0.0,0.0,1.0,0.538688296598163,1.0,0.6770818076187141,Medium availability,924,948
101002,HUANUCO,LAURICOCHA,BAÃOS,231.0,231.0,0.0,1.0,15.64674472956621,15.248533088440128,20.31018928821492,25.328585360913863,1.0,0.12554112554112554,0.0,1.0,0.5386525075499549,1.0,0.6770567552849684,Medium availability,925,947
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,56.0,56.0,0.0,1.0,15.078975389747796,15.292984987959688,17.284601144016335,17.70636045351595,0.9642857142857143,0.0,0.0,1.0,0.5381762924991278,1.0,0.6767234047493894,Medium availability,926,946
120120,JUNIN,HUANCAYO,HUASICANCHA,14.0,14.0,0.0,1.0,15.490932129658901,15.297043734432494,17.68961323007491,17.92274284063322,1.0,0.0,0.0,1.0,0.5381328757286723,1.0,0.6766930130100706,Medium availability,927,945
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,16.0,16.0,0.0,1.0,14.563759779225178,15.314000905374485,17.14691588232155,17.90257271005261,0.875,0.0,0.0,1.0,0.537951600250808,1.0,0.6765661201755655,Medium availability,928,944
100208,HUANUCO,AMBO,TOMAY KICHWA,39.0,39.0,0.0,1.0,15.210721054104129,15.361047562546423,17.067681084091916,18.101251267505496,1.0,0.0,0.0,1.0,0.5374496471255323,1.0,0.6762147529878726,Medium availability,929,943
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,48.0,48.0,0.0,1.0,13.78118398568934,15.379256447362579,17.61631571663342,18.972866626951085,0.8125,0.0,0.0,1.0,0.5372557590866314,1.0,0.676079031360642,Medium availability,930,942
050408,AYACUCHO,HUANTA,LLOCHEGUA,45.0,45.0,0.0,1.0,15.579548060532776,14.51185551069719,23.95159571717476,35.05317923423906,0.8444444444444444,0.2,0.022222222222222223,1.0,0.546740111541477,0.9777777777777777,0.6760514114123672,Medium availability,931,941
130606,LA LIBERTAD,OTUZCO,LA CUESTA,40.0,40.0,0.0,1.0,14.819398544940233,15.40139850695201,16.95904036778407,17.897942274224857,1.0,0.0,0.0,1.0,0.5370202808434761,1.0,0.6759141965904332,Medium availability,932,940
140202,LAMBAYEQUE,FERREÃAFE,CAÃARIS,136.0,136.0,0.0,1.0,15.101160988882317,15.445224602468056,22.022811809352216,24.318991171178038,0.7426470588235294,0.25735294117647056,0.0,1.0,0.536555131252368,1.0,0.6755885918766575,Medium availability,933,939
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,44.0,44.0,0.0,1.0,15.292060600796185,15.46388427611937,17.341744099376676,18.448535584770188,1.0,0.0,0.0,1.0,0.5363574623730225,1.0,0.6754502236611157,Medium availability,934,938
220710,SAN MARTIN,PICOTA,TRES UNIDOS,33.0,33.0,0.0,1.0,13.213422685660904,15.484856888099703,19.012960808897144,19.771415955453882,0.7272727272727273,0.0,0.0,1.0,0.5361355589067994,1.0,0.6752948912347596,Medium availability,935,937
080308,CUSCO,ANTA,PUCYURA,37.0,37.0,0.0,1.0,15.043998777148582,15.504294880381742,17.031116968417276,17.64164376071299,1.0,0.0,0.0,1.0,0.5359301446233568,1.0,0.6751511012363497,Medium availability,936,936
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,63.0,63.0,0.0,1.0,15.229459674720822,15.522909069168024,18.446082209190255,21.650177409137044,0.9047619047619048,0.015873015873015872,0.0,1.0,0.5357336626622946,1.0,0.6750135638636061,Medium availability,937,935
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,118.0,118.0,0.0,1.0,13.58650448571138,12.140789238681734,28.092725457221476,35.243152094151014,0.576271186440678,0.2796610169491525,0.09322033898305085,1.0,0.5756551384127855,0.9067796610169492,0.6749924951940345,Medium availability,938,934
200308,PIURA,HUANCABAMBA,SONDORILLO,54.0,54.0,0.0,1.0,14.923775635172253,15.52697852461862,18.020852930072365,18.70886854197146,0.9259259259259259,0.0,0.0,1.0,0.5356907370354238,1.0,0.6749835159247966,Medium availability,939,933
010501,AMAZONAS,LUYA,LAMUD,27.0,27.0,0.0,1.0,15.545373687338,15.546395209283112,17.458790417449592,17.98098365891907,1.0,0.0,0.0,1.0,0.5354860704419333,1.0,0.6748402493093533,Medium availability,940,932
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,13.0,13.0,0.0,1.0,15.225562303414772,15.600697182636551,16.745319938916484,17.934282742136606,1.0,0.0,0.0,1.0,0.5349149589565181,1.0,0.6744404712695626,Medium availability,941,931
130804,LA LIBERTAD,PATAZ,HUANCASPATA,107.0,107.0,0.0,1.0,15.559584122052053,15.621996284880415,18.536738514852463,25.604107609421973,1.0,0.06542056074766354,0.0,1.0,0.5346914593047072,1.0,0.674284021513295,Medium availability,942,930
150717,LIMA,HUAROCHIRI,SAN BARTOLOME,52.0,52.0,0.0,1.0,15.530037004975098,15.622357790398059,17.229862424333668,17.388530608257852,1.0,0.0,0.0,1.0,0.5346876683607573,1.0,0.6742813678525301,Medium availability,943,929
030505,APURIMAC,COTABAMBAS,MARA,72.0,72.0,0.0,1.0,15.725766975428693,15.639460587878204,20.163273962210297,21.57860458062774,1.0,0.125,0.0,1.0,0.5345084132545133,1.0,0.6741558892781592,Medium availability,944,928
100301,HUANUCO,DOS DE MAYO,LA UNION,77.0,77.0,0.0,1.0,15.588882533299833,15.63969270559139,20.101071968849475,22.1615663623088,0.974025974025974,0.11688311688311688,0.0,1.0,0.5345059816869168,1.0,0.6741541871808416,Medium availability,945,927
060602,CAJAMARCA,CUTERVO,CALLAYUC,120.0,120.0,0.0,1.0,15.020156647646406,15.65311905256291,20.435082949484546,22.326152282805115,0.8416666666666667,0.10833333333333334,0.0,1.0,0.5343653906134955,1.0,0.6740557734294468,Medium availability,946,926
150722,LIMA,HUAROCHIRI,SAN MATEO,86.0,86.0,0.0,1.0,17.417130782790913,15.659880553686829,26.23511028111754,28.279165840725057,0.9069767441860465,0.3488372093023256,0.0,1.0,0.5342946319334176,1.0,0.6740062423533923,Medium availability,947,925
030306,APURIMAC,ANTABAMBA,PACHACONAS,57.0,57.0,0.0,1.0,15.571470588302034,15.66197596776541,20.854585108200684,22.80780969183091,0.8947368421052632,0.15789473684210525,0.0,1.0,0.5342727093869029,1.0,0.6739908965708319,Medium availability,948,924
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,10.0,10.0,0.0,1.0,15.285925886064703,15.662929052861,18.411843594043493,18.684604838370646,0.9,0.0,0.0,1.0,0.5342627389752386,1.0,0.6739839172826669,Medium availability,949,923
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,89.0,89.0,0.0,1.0,14.19546731671124,15.69254622515054,21.96993796978325,26.59305263611855,0.6853932584269663,0.29213483146067415,0.0,1.0,0.533953191757515,1.0,0.6737672342302605,Medium availability,950,922
060503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,65.0,65.0,0.0,1.0,15.876141717823499,15.728072103381834,19.328027320244534,24.657660019809992,0.9692307692307692,0.046153846153846156,0.0,1.0,0.5335826127294242,1.0,0.6735078289105969,Medium availability,951,921
080806,CUSCO,ESPINAR,PICHIGUA,145.0,145.0,0.0,1.0,15.267039688304255,15.189047245787314,22.910112000056213,30.279914824741496,0.8206896551724138,0.1724137931034483,0.013793103448275862,1.0,0.5392918241575608,0.9862068965517241,0.6733663458758097,Medium availability,952,920
130503,LA LIBERTAD,JULCAN,CARABAMBA,50.0,50.0,0.0,1.0,15.562722098408921,15.757281285396763,21.30828436745078,23.232089197784973,0.86,0.2,0.0,1.0,0.5332785137583418,1.0,0.6732949596308393,Medium availability,953,919
040809,AREQUIPA,LA UNION,TAURIA,27.0,27.0,0.0,1.0,17.7786696077308,15.757368940353246,23.882107131951372,28.584600414304717,1.0,0.2962962962962963,0.0,1.0,0.5332776019740217,1.0,0.6732943213818152,Medium availability,954,918
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,16.0,16.0,0.0,1.0,16.10215287459972,15.806899295913297,20.29120990107991,22.345664271873666,1.0,0.1875,0.0,1.0,0.5327631499148512,1.0,0.6729342049403958,Medium availability,955,917
211303,PUNO,YUNGUYO,COPANI,46.0,46.0,0.0,1.0,16.024707758753745,15.814286153156532,18.680194970290188,19.46882169883263,1.0,0.0,0.0,1.0,0.532686555514045,1.0,0.6728805888598315,Medium availability,956,916
010609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,60.0,60.0,0.0,1.0,14.69453370985595,15.827930285628927,19.57620220336642,22.035542135905892,0.8,0.06666666666666667,0.0,1.0,0.5325451677967539,1.0,0.6727816174577277,Medium availability,957,915
060414,CAJAMARCA,CHOTA,PION,16.0,16.0,0.0,1.0,16.191507764160026,15.924438177541473,18.93429262290971,19.654523043061705,1.0,0.0,0.0,1.0,0.5315483630637419,1.0,0.6720838541446192,Medium availability,958,914
100206,HUANUCO,AMBO,SAN FRANCISCO,56.0,56.0,0.0,1.0,15.968777957180848,15.930160426442782,20.38598193021496,23.417026840455534,0.9642857142857143,0.14285714285714285,0.0,1.0,0.531489438088081,1.0,0.6720426066616567,Medium availability,959,913
030204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,59.0,59.0,0.0,1.0,15.252399194720924,15.957742203789337,20.070101669108762,21.574439760374815,0.847457627118644,0.11864406779661017,0.0,1.0,0.5312056932393483,1.0,0.6718439852675437,Medium availability,960,912
030607,APURIMAC,CHINCHEROS,URANMARCA,41.0,41.0,0.0,1.0,15.718345199779646,15.9584677850632,20.11675810839208,22.747570235357017,0.9512195121951219,0.12195121951219512,0.0,1.0,0.5311982351242308,1.0,0.6718387645869615,Medium availability,961,911
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,33.0,33.0,0.0,1.0,15.246008059281351,15.965299597752031,18.17716402755858,19.61058421061158,0.9696969696969697,0.0,0.0,1.0,0.5311280278338286,1.0,0.67178961948368,Medium availability,962,910
150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,14.0,14.0,0.0,1.0,16.863877107814044,16.012225714603122,19.709224453992405,20.757791031044142,1.0,0.07142857142857142,0.0,1.0,0.5306465531226019,1.0,0.6714525871858212,Medium availability,963,909
120204,JUNIN,CONCEPCION,CHAMBARA,22.0,22.0,0.0,1.0,15.840669458608927,16.052323592625036,18.273091569428953,19.306348048809276,1.0,0.0,0.0,1.0,0.530236189102393,1.0,0.6711653323716751,Medium availability,964,908
080607,CUSCO,CANCHIS,SAN PEDRO,33.0,33.0,0.0,1.0,16.283858740348403,16.07884214314741,18.316099243813614,18.831928493366014,1.0,0.0,0.0,1.0,0.529965326479152,1.0,0.6709757285354063,Medium availability,965,907
130610,LA LIBERTAD,OTUZCO,PARANDAY,27.0,27.0,0.0,1.0,15.712845078777207,16.18686774174782,17.695286530009522,17.955198040621248,1.0,0.0,0.0,1.0,0.5288662732692926,1.0,0.6702063912885048,Medium availability,966,906
060304,CAJAMARCA,CELENDIN,HUASMIN,140.0,140.0,0.0,1.0,16.40816563659341,16.188372201938787,23.440893308365,26.086780889345484,0.8785714285714286,0.3,0.0,1.0,0.5288510157019776,1.0,0.6701957109913843,Medium availability,967,905
150718,LIMA,HUAROCHIRI,SAN DAMIAN,96.0,96.0,0.0,1.0,16.730945112283063,16.22830381848389,20.62496159338051,23.50749321777464,1.0,0.13541666666666666,0.0,1.0,0.5284465343578567,1.0,0.6699125740504996,Medium availability,968,904
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,34.0,34.0,0.0,1.0,16.160397916365774,16.28264226792333,19.136724872866417,21.162770095704403,1.0,0.029411764705882353,0.0,1.0,0.5278976244531364,1.0,0.6695283371171954,Medium availability,969,903
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,25.0,25.0,0.0,1.0,14.595253400836906,13.207088358616845,19.577181729317832,39.19841779028233,0.8,0.12,0.08,1.0,0.5620555433462506,0.92,0.6694388803423754,Medium availability,970,902
060409,CAJAMARCA,CHOTA,HUAMBOS,79.0,79.0,0.0,1.0,16.623571285102827,16.326363096681565,20.780785122349116,23.790563182829914,1.0,0.13924050632911392,0.0,1.0,0.5274572218972551,1.0,0.6692200553280785,Medium availability,971,901
101005,HUANUCO,LAURICOCHA,RONDOS,304.0,304.0,0.0,1.0,16.062443121304437,16.339321546876118,19.75808792697245,22.120909326183693,1.0,0.0756578947368421,0.0,1.0,0.527326904128846,1.0,0.6691288328901921,Medium availability,972,900
150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,13.0,13.0,0.0,1.0,16.286732592956387,16.343391418229682,16.808070980128672,19.34420644340677,1.0,0.0,0.0,1.0,0.5272859952145065,1.0,0.6691001966501545,Medium availability,973,899
060507,CAJAMARCA,CONTUMAZA,TANTARICA,50.0,50.0,0.0,1.0,16.262879908789188,16.34806232900331,18.229579730144398,19.588141155513124,1.0,0.0,0.0,1.0,0.5272390566929082,1.0,0.6690673396850357,Medium availability,974,898
080707,CUSCO,CHUMBIVILCAS,QUIÃOTA,134.0,134.0,0.0,1.0,17.10981939038874,16.361461405816584,21.543934501135226,25.128606583753175,1.0,0.19402985074626866,0.0,1.0,0.527104477916295,1.0,0.6689731345414065,Medium availability,975,897
021102,ANCASH,HUARMEY,COCHAPETI,60.0,60.0,0.0,1.0,15.757338017625607,16.3692332541833,19.182445153115804,21.230727300179918,0.9166666666666666,0.03333333333333333,0.0,1.0,0.5270264659565007,1.0,0.6689185261695505,Medium availability,976,896
120106,JUNIN,HUANCAYO,CHICCHE,19.0,19.0,0.0,1.0,16.344677874329133,16.390795646810698,18.538609561844833,20.311460597068432,1.0,0.05263157894736842,0.0,1.0,0.5268102104329961,1.0,0.6687671473030973,Medium availability,977,895
120402,JUNIN,JAUJA,ACOLLA,25.0,25.0,0.0,1.0,14.039666890487206,16.40146684698845,20.6524001322403,22.18000748756739,0.72,0.16,0.0,1.0,0.5267032850187765,1.0,0.6686922995131435,Medium availability,978,894
080402,CUSCO,CALCA,COYA,35.0,35.0,0.0,1.0,16.033766613602662,16.40402176378429,18.281827327004684,18.90555243213446,1.0,0.0,0.0,1.0,0.5266776944841299,1.0,0.6686743861388909,Medium availability,979,893
120503,JUNIN,JUNIN,ONDORES,177.0,177.0,0.0,1.0,16.56237239013578,16.441140616237067,20.91492100834499,22.68897352932463,0.9943502824858758,0.21468926553672316,0.0,1.0,0.5263063281376099,1.0,0.6684144296963269,Medium availability,980,892
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,81.0,81.0,0.0,1.0,16.921767272723113,16.44596479694539,22.72376919974132,27.259009433196642,0.9506172839506173,0.2839506172839506,0.0,1.0,0.5262581212641917,1.0,0.6683806848849341,Medium availability,981,891
101106,HUANUCO,YAROWILCA,OBAS,167.0,167.0,0.0,1.0,15.792715450904096,16.513838175790013,19.605328649316206,21.805750828158374,0.9221556886227545,0.059880239520958084,0.0,1.0,0.5255812885043796,1.0,0.6679069019530657,Medium availability,982,890
150801,LIMA,HUAURA,HUACHO,27.0,27.0,0.0,1.0,14.510600258401237,16.60240374017993,20.13781998155684,20.40389318920553,0.8148148148148148,0.14814814814814814,0.0,1.0,0.5247020471322197,1.0,0.6672914329925537,Medium availability,983,889
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,76.0,76.0,0.0,1.0,16.76474353937376,16.609665441777707,20.924312674138566,22.854843064446356,1.0,0.17105263157894737,0.0,1.0,0.52463015238012,1.0,0.6672411066660839,Medium availability,984,888
130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,60.0,60.0,0.0,1.0,17.227255588159736,16.696436951180203,24.162012738805867,26.269086316524398,1.0,0.26666666666666666,0.0,1.0,0.5237733541072881,1.0,0.6666413478751017,Medium availability,985,887
210703,PUNO,LAMPA,CALAPUJA,34.0,34.0,0.0,1.0,16.414430091790145,16.71539991728748,19.030512942680964,19.558961824284758,0.9411764705882353,0.0,0.0,1.0,0.5235866696387899,1.0,0.6665106687471529,Medium availability,986,886
110305,ICA,NASCA,VISTA ALEGRE,46.0,46.0,0.0,1.0,14.629727066364415,14.92194964401158,25.504321250077446,31.05453473069795,0.6739130434782609,0.1956521739130435,0.043478260869565216,1.0,0.5421916809335454,0.9565217391304348,0.6664906983926122,Medium availability,987,885
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,38.0,38.0,0.0,1.0,16.41445507792411,16.743908764146628,19.471190548355132,21.404686308527022,0.9736842105263158,0.05263157894736842,0.0,1.0,0.5233063846669845,1.0,0.6663144692668892,Medium availability,988,884
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,64.0,64.0,0.0,1.0,18.22095042384615,16.1060994848094,28.378602810017686,30.391693175382343,0.859375,0.390625,0.015625,1.0,0.5296873557415289,0.984375,0.6660936490190702,Medium availability,989,883
150808,LIMA,HUAURA,PACCHO,62.0,62.0,0.0,1.0,18.3729504561578,16.780209820222993,24.37374534427854,25.0343135918963,1.0,0.3225806451612903,0.0,1.0,0.522950141591024,1.0,0.6660650991137168,Medium availability,990,882
